,Unnamed: 0,created_at,author_id,text,lang,entities,username,public_metrics,verified,url,followers_count,following_count,tweet_count,sentiment,sentiment_score
48,48,2022-11-02 03:04:41+00:00,1587641820447576064,"rt @user 76/365 special givebackchallenge 👇 🔥

$100 to one lucky winner in crypto of choice

rules: follow @user and t…",en,"{'mentions': [{'start': 3, 'end': 18, 'username': 'macguyvermedia', 'id': '505383028'}, {'start': 120, 'end': 133, 'username': 'LAMBOBSC2022', 'id': '1503123072538316800'}]}",faramis00300072,"{'followers_count': 27, 'following_count': 367, 'tweet_count': 562, 'listed_count': 1}",False,https://twitter.com/faramis00300072/status/1587641820447576064,27,367,562,Neutral,0.0
49,49,2022-11-02 03:04:41+00:00,1587641820317900801,@user crypto bots for me lol,en,"{'mentions': [{'start': 0, 'end': 16, 'username': 'AlbertaLeonidas', 'id': '1219637069120565248'}]}",mickmugsi123,"{'followers_count': 1121, 'following_count': 3658, 'tweet_count': 15710, 'listed_count': 5}",False,https://twitter.com/mickmugsi123/status/1587641820317900801,1121,3658,15710,Neutral,0.0
50,50,2022-11-02 03:04:41+00:00,1587641819961384960,rt @user icymi: apollo global hires anchorage digital as crypto custodian,en,"{'mentions': [{'start': 3, 'end': 15, 'username': 'UnidefTimes', 'id': '1531644250663833601'}]}",Novemberbigwiin,"{'followers_count': 42, 'following_count': 3981, 'tweet_count': 13862, 'listed_count': 4}",False,https://twitter.com/Novemberbigwiin/status/1587641819961384960,42,3981,13862,Neutral,0.0
51,51,2022-11-02 03:04:41+00:00,1587641819890077697,🎁$25 venmo or crypto to one winner in 24 hours🤑 just retweet this and follow gameofgoons,en,,CrystalThodore,"{'followers_count': 70, 'following_count': 363, 'tweet_count': 31, 'listed_count': 1}",False,https://twitter.com/CrystalThodore/status/1587641819890077697,70,363,31,Positive,0.7634071707725525
52,52,2022-11-02 03:04:41+00:00,1587641818447216640,crazyhotrussian  18+ bitcoinacceptedhere crypto cams,und,,ukadultwebcams,"{'followers_count': 3004, 'following_count': 171, 'tweet_count': 428185, 'listed_count': 45}",False,https://twitter.com/ukadultwebcams/status/1587641818447216640,3004,171,428185,Neutral,0.0
53,53,2022-11-02 03:04:40+00:00,1587641817301798912,"rt @user our beta is live &amp; we are giving away 100 nft gpus worth $100 each 🚀

all you need to do👇🏻

1. follow @user &amp; rt
2…",en,"{'mentions': [{'start': 3, 'end': 15, 'username': 'Mineable_io', 'id': '1524693482014654464'}, {'start': 124, 'end': 136, 'username': 'Mineable_io', 'id': '1524693482014654464'}]}",Bigwinpickaww,"{'followers_count': 158, 'following_count': 2371, 'tweet_count': 37650, 'listed_count': 1}",False,https://twitter.com/Bigwinpickaww/status/1587641817301798912,158,2371,37650,Positive,0.7184675931930542
54,54,2022-11-02 03:04:40+00:00,1587641816777510913,@user @user thank youuuu ,en,"{'mentions': [{'start': 0, 'end': 13, 'username': 'Crypto_Hawkk', 'id': '851102799899181056'}, {'start': 14, 'end': 23, 'username': 'BitstarW', 'id': '1567054810658271234'}]}",itshnehoon,"{'followers_count': 29, 'following_count': 1494, 'tweet_count': 25933, 'listed_count': 7}",False,https://twitter.com/itshnehoon/status/1587641816777510913,29,1494,25933,Positive,0.877841055393219
55,55,2022-11-02 03:04:40+00:00,1587641816039526402,"i also got to know the regulations around blockchain and the impact it has on its growth. 

like how the ban on crypto payments in nigeria played a role in the short-term failure of the e-naira,  the nation’s centralized digital currency.",en,,victorforcrypto,"{'followers_count': 42, 'following_count': 180, 'tweet_count': 77, 'listed_count': 1}",False,https://twitter.com/victorforcrypto/status/1587641816039526402,42,180,77,Neutral,0.0
56,56,2022-11-02 03:04:40+00:00,1587641815293112320,"@user very good 
@user
@user
@user",en,"{'mentions': [{'start': 0, 'end': 11, 'username': 'THB_crypto', 'id': '1478236915715706884'}, {'start': 23, 'end': 34, 'username': 'alanorwick', 'id': '516947335'}, {'start': 35, 'end': 46, 'username': 'earlxsweat', 'id': '486955518'}, {'start': 47, 'end': 59, 'username': 'AlberJuglar', 'id': '966185752307650560'}]}",AdibAbdurrohma2,"{'followers_count': 8, 'following_count': 187, 'tweet_count': 141, 'listed_count': 2}",False,https://twitter.com/AdibAbdurrohma2/status/1587641815293112320,8,187,141,Positive,0.975419282913208
57,57,2022-11-02 03:04:40+00:00,1587641814160384000,"@user earn $5,000 in sol crypto currency daily without sending money to anyone. thank me later 🥰

",en,"{'mentions': [{'start': 0, 'end': 14, 'username': '2plus2isnot51', 'id': '1577828609728708608'}]}",Patrickwayne581,"{'followers_count': 66, 'following_count': 30, 'tweet_count': 1153, 'listed_count': 1}",False,https://twitter.com/Patrickwayne581/status/1587641814160384000,66,30,1153,Positive,0.6205693483352661
58,58,2022-11-02 03:04:40+00:00,1587641814072410112,"bitcoin last price $20504 btc 🚀
daily indicators:
•pivot fibonacci:
 -support 1: 18767
 -s2: 18065
 -s3: 16930
 -middle: 19902
 -resistance 1: 21037

ethereum last price $1589 eth
•pivot:
 -s1: 1294
 -s2: 1182
 -s3: 1001
 -m: 1475
 -r1: 1657

crypto defi
(3/6)
316580",en,,LivePriceCrypto,"{'followers_count': 3990, 'following_count': 4, 'tweet_count': 316761, 'listed_count': 27}",False,https://twitter.com/LivePriceCrypto/status/1587641814072410112,3990,4,316761,Neutral,0.0
59,59,2022-11-02 03:04:39+00:00,1587641813569277952,"rt @user to all the football fans, betting enthusiasts and crypto maniacs

worldcup2022 is coming soon and the biggest narrative in…",en,"{'mentions': [{'start': 3, 'end': 11, 'username': 'okxint1', 'id': '1585884558746357762'}]}",cryptoproz19,"{'followers_count': 74, 'following_count': 490, 'tweet_count': 3894, 'listed_count': 0}",False,https://twitter.com/cryptoproz19/status/1587641813569277952,74,490,3894,Neutral,0.0
60,60,2022-11-02 03:04:39+00:00,1587641813225328641,w320021  18+ bitcoinacceptedhere crypto cams,und,,ukadultwebcams,"{'followers_count': 3004, 'following_count': 171, 'tweet_count': 428185, 'listed_count': 45}",False,https://twitter.com/ukadultwebcams/status/1587641813225328641,3004,171,428185,Neutral,0.0
61,61,2022-11-02 03:04:39+00:00,1587641813141426176,!blobble @user @user @user @user @user @user @user @user @user @user ,en,"{'mentions': [{'start': 9, 'end': 23, 'username': 'Crypto_Lajara', 'id': '1425151206402502661'}, {'start': 24, 'end': 36, 'username': 'ABrayankeni', 'id': '3068366141'}, {'start': 37, 'end': 47, 'username': '0lumidey_', 'id': '936291535477444609'}, {'start': 48, 'end': 59, 'username': 'J0e1Emb11d', 'id': '1217995002288246787'}, {'start': 60, 'end': 70, 'username': '9BeanSoup', 'id': '1404226143486685188'}, {'start': 71, 'end': 83, 'username': 'nice_fellas', 'id': '1584143421362638849'}, {'start': 84, 'end': 94, 'username': 'Robiul313', 'id': '1279071846135066624'}, {'start': 95, 'end': 106, 'username': 'IAMDYT2000', 'id': '1108205320550014976'}, {'start': 107, 'end': 119, 'username': 'BenjiSucher', 'id': '334736071'}, {'start': 120, 'end': 131, 'username': 'babsyab123', 'id': '955547125089230850'}]}",CudofQNTAO,"{'followers_count': 0, 'following_count': 2, 'tweet_count': 2, 'listed_count': 0}",False,https://twitter.com/CudofQNTAO/status/1587641813141426176,0,2,2,Neutral,0.0
62,62,2022-11-02 03:04:39+00:00,1587641812784906241,xgem the future of crypto rewards is here 💎 get the airdrop at ,en,,jakcfs,"{'followers_count': 21, 'following_count': 61, 'tweet_count': 186, 'listed_count': 0}",False,https://twitter.com/jakcfs/status/1587641812784906241,21,61,186,Positive,0.9490800499916077
63,63,2022-11-02 03:04:39+00:00,1587641812218707968,"rt @user $40 💙🌎 24hr ~ rt ☎️

follow + 🔔

like, rt, comment w/ $pw presaleworld crypto on our last 3 tweets.

tag 3 friends on 📌",en,"{'mentions': [{'start': 3, 'end': 16, 'username': 'PresaleWorld', 'id': '1552396677885165572'}]}",cathw1n,"{'followers_count': 622, 'following_count': 4976, 'tweet_count': 55963, 'listed_count': 1}",False,https://twitter.com/cathw1n/status/1587641812218707968,622,4976,55963,Neutral,0.0
64,64,2022-11-02 03:04:39+00:00,1587641811614375936,"rt @user 🎉 @user $brise is now listed on @user 🚀

coindcx - making crypto accessible to indians🔥

brise - world's first…",en,"{'mentions': [{'start': 3, 'end': 13, 'username': 'bsc_daily', 'id': '1358688239037546500'}, {'start': 17, 'end': 30, 'username': 'bitgertbrise', 'id': '1411205588801908736'}, {'start': 55, 'end': 63, 'username': 'CoinDCX', 'id': '968118294174666752'}]}",BitgertRISE,"{'followers_count': 1041, 'following_count': 77, 'tweet_count': 3398, 'listed_count': 3}",False,https://twitter.com/BitgertRISE/status/1587641811614375936,1041,77,3398,Positive,0.9330828785896301
65,65,2022-11-02 03:04:39+00:00,1587641811584942080,rt @user moonvember will be 🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢🟢for crypto,en,"{'mentions': [{'start': 3, 'end': 17, 'username': 'cryptogems555', 'id': '4473212565'}]}",hgfdxd6,"{'followers_count': 13, 'following_count': 36, 'tweet_count': 778, 'listed_count': 0}",False,https://twitter.com/hgfdxd6/status/1587641811584942080,13,36,778,Neutral,0.0
66,66,2022-11-02 03:04:39+00:00,1587641811551428608,"rt @user @user legend! 

can we pay in crypto? 👀",en,"{'mentions': [{'start': 3, 'end': 19, 'username': 'ScottLEOWarrior', 'id': '2228960582'}, {'start': 21, 'end': 30, 'username': 'elonmusk', 'id': '44196397'}]}",sanadabigwinner,"{'followers_count': 73, 'following_count': 4251, 'tweet_count': 22164, 'listed_count': 4}",False,https://twitter.com/sanadabigwinner/status/1587641811551428608,73,4251,22164,Positive,0.8824411034584045
67,67,2022-11-02 03:04:39+00:00,1587641810901356544,"rt @user at $poodl we are a constant. always here. trusted, safe, secure. we are also constantly evolving, learning, growing.

our…",en,"{'mentions': [{'start': 3, 'end': 15, 'username': 'POODLETOKEN', 'id': '1370707605702729732'}]}",42jeti,"{'followers_count': 159, 'following_count': 2527, 'tweet_count': 6960, 'listed_count': 2}",False,https://twitter.com/42jeti/status/1587641810901356544,159,2527,6960,Positive,0.8190088272094727
68,68,2022-11-02 03:04:39+00:00,1587641810645651458,"@user make $1000 in crypto per day using this insane method - 
[watch till end]
bnb bnbchain
free giveaway ~ ",en,"{'mentions': [{'start': 0, 'end': 9, 'username': 'MetaMask', 'id': '3278906401'}]}",Mouhame82060031,"{'followers_count': 198, 'following_count': 1856, 'tweet_count': 923, 'listed_count': 0}",False,https://twitter.com/Mouhame82060031/status/1587641810645651458,198,1856,923,Positive,0.8745536208152771
69,69,2022-11-02 03:04:39+00:00,1587641810335178752,"ethereum price update: 

eth $1590.25 usd
bitcoin 0.07755115377000286 btc

follow for recent eth price updates
altcoin, cryptocurrency, crypto",en,,0xEthereumYoda,"{'followers_count': 294, 'following_count': 1, 'tweet_count': 130037, 'listed_count': 1}",False,https://twitter.com/0xEthereumYoda/status/1587641810335178752,294,1,130037,Neutral,0.0
70,70,2022-11-02 03:04:39+00:00,1587641809697742850,"rt @user 💥💥💥 bitcoin giveaway 
crypto halloween 💥💥💥

🎁gift: 0.01 $btc for winner !

1️⃣follow @user &amp; @user",en,"{'mentions': [{'start': 3, 'end': 17, 'username': 'CriptovalutaI', 'id': '1383877923195691008'}, {'start': 108, 'end': 122, 'username': 'CriptovalutaI', 'id': '1383877923195691008'}]}",EncryptoKing,"{'followers_count': 1444, 'following_count': 5001, 'tweet_count': 9884, 'listed_count': 4}",False,https://twitter.com/EncryptoKing/status/1587641809697742850,1444,5001,9884,Positive,0.7943899631500244
71,71,2022-11-02 03:04:38+00:00,1587641808716238850,"@user @user i remember last bull run when people like you were calling for $10,000... well it ended up hitting $440 then crashed all the way back to $40.",en,"{'mentions': [{'start': 0, 'end': 16, 'username': 'Mojo_Crypto_BTC', 'id': '3307664430'}, {'start': 17, 'end': 32, 'username': 'CredibleCrypto', 'id': '944746889194364928'}]}",Divine1z,"{'followers_count': 24, 'following_count': 99, 'tweet_count': 213, 'listed_count': 0}",False,https://twitter.com/Divine1z/status/1587641808716238850,24,99,213,Negative,-0.519670307636261
72,72,2022-11-02 03:04:38+00:00,1587641808644972545,"binancecoin price update: $bnb

bnb $325.1 usd

bitcoin 0.01585 btc

ethereum 0.20443 eth

altcoin crypto cryptocurrency

follow for recent bnb price updates",en,,BNB_Tracker,"{'followers_count': 227, 'following_count': 5, 'tweet_count': 69461, 'listed_count': 1}",False,https://twitter.com/BNB_Tracker/status/1587641808644972545,227,5,69461,Neutral,0.0
73,73,2022-11-02 03:04:38+00:00,1587641808527544325,‘el salvador wants to be part of turkey’s growth’ bist bist30 bist100 borsa borsaistanbul fx forex stocks stockmarket usdtry eurusd oott oil xagusd xauusd usd dolar dolartl btc bitcoin elsalvador crypto,en,,AizahAlzub93er,"{'followers_count': 74, 'following_count': 215, 'tweet_count': 46, 'listed_count': 0}",False,https://twitter.com/AizahAlzub93er/status/1587641808527544325,74,215,46,Neutral,0.0
74,74,2022-11-02 03:04:38+00:00,1587641808020209665,charlette_webb_xxx  18+ bitcoinacceptedhere crypto cams,fr,,ukadultwebcams,"{'followers_count': 3004, 'following_count': 171, 'tweet_count': 428185, 'listed_count': 45}",False,https://twitter.com/ukadultwebcams/status/1587641808020209665,3004,171,428185,Neutral,0.0
75,75,2022-11-02 03:04:38+00:00,1587641807722016769,@user my 2 reliable sources tell me you're fucking wack and you're an xrp dick rider.,en,"{'mentions': [{'start': 0, 'end': 14, 'username': 'Bitboy_Crypto', 'id': '954005112174862336'}]}",Mungbeanfrog,"{'followers_count': 1, 'following_count': 25, 'tweet_count': 12, 'listed_count': 0}",False,https://twitter.com/Mungbeanfrog/status/1587641807722016769,1,25,12,Negative,-0.9557949304580688
76,76,2022-11-02 03:04:38+00:00,1587641807260770305,@user @user tub thumping is a great song 😂,en,"{'mentions': [{'start': 0, 'end': 9, 'username': 'CodyConk', 'id': '193585360'}, {'start': 10, 'end': 22, 'username': 'crypto_loni', 'id': '1450871066700795904'}]}",tknep3,"{'followers_count': 3888, 'following_count': 3416, 'tweet_count': 34212, 'listed_count': 46}",False,https://twitter.com/tknep3/status/1587641807260770305,3888,3416,34212,Positive,0.965563952922821
77,77,2022-11-02 03:04:38+00:00,1587641807177154560,ironically all the most theoretically useful crypto projects get no traction because they're probably actually trying to build something which is a lot harder than over promising and under delivering and capitalizing on the mass hysteria,en,,6six0110,"{'followers_count': 3, 'following_count': 39, 'tweet_count': 675, 'listed_count': 0}",False,https://twitter.com/6six0110/status/1587641807177154560,3,39,675,Negative,-0.8238336443901062
78,78,2022-11-02 03:04:38+00:00,1587641806661246976,@user @user @user power to the people,en,"{'mentions': [{'start': 0, 'end': 16, 'username': 'Crypto_Counsel_', 'id': '1407132794900422660'}, {'start': 17, 'end': 32, 'username': 'JasonMc9004359', 'id': '1525839156945256448'}, {'start': 33, 'end': 44, 'username': 'MemeTowers', 'id': '1462793333709942805'}]}",bitmaxxi,"{'followers_count': 16, 'following_count': 22, 'tweet_count': 20, 'listed_count': 0}",False,https://twitter.com/bitmaxxi/status/1587641806661246976,16,22,20,Neutral,0.0
79,79,2022-11-02 03:04:37+00:00,1587641804333072384,"rt @user hey there nftcommunitys

come &amp; join or listen into our @user ama

we will be discussing our upcoming 6th…",en,"{'mentions': [{'start': 3, 'end': 19, 'username': 'WorldsBeyondNFT', 'id': '1511362348598112262'}, {'start': 82, 'end': 98, 'username': 'WorldsBeyondNFT', 'id': '1511362348598112262'}]}",fuzzcheek_eth,"{'followers_count': 34, 'following_count': 610, 'tweet_count': 396, 'listed_count': 0}",False,https://twitter.com/fuzzcheek_eth/status/1587641804333072384,34,610,396,Neutral,0.0
80,80,2022-11-02 03:04:37+00:00,1587641804135968768,"this is awesome project in the world the project made by a very professional and experienced team.
this is one of the best projects of crypto.
@user
@user
@user ",en,"{'mentions': [{'start': 143, 'end': 155, 'username': 'abmichael25', 'id': '1440384099441471494'}, {'start': 156, 'end': 169, 'username': 'DirectorFlow', 'id': '1230986073398009858'}, {'start': 170, 'end': 181, 'username': 'iamashkoko', 'id': '386498453'}]}",helmfirthhole,"{'followers_count': 0, 'following_count': 25, 'tweet_count': 58, 'listed_count': 0}",False,https://twitter.com/helmfirthhole/status/1587641804135968768,0,25,58,Positive,0.9795098900794983
81,81,2022-11-02 03:04:37+00:00,1587641803750404097,@user 感謝いたす！！！💪💪,ja,"{'mentions': [{'start': 0, 'end': 13, 'username': 'crypto_chaya', 'id': '1477658257322045444'}]}",Simizu_wakako,"{'followers_count': 2129, 'following_count': 1343, 'tweet_count': 32888, 'listed_count': 47}",False,https://twitter.com/Simizu_wakako/status/1587641803750404097,2129,1343,32888,Positive,0.9477776288986206
82,82,2022-11-02 03:04:37+00:00,1587641803448020992,this group has been pumping doge $doge over the last week. next week dogecoin will be at 0.5$! the biggest pump will be on sunday. join today   elon crypto ripple cardano,en,,yak1z0ba,"{'followers_count': 177, 'following_count': 2321, 'tweet_count': 26744, 'listed_count': 1}",False,https://twitter.com/yak1z0ba/status/1587641803448020992,177,2321,26744,Positive,0.8930038809776306
83,83,2022-11-02 03:04:37+00:00,1587641803406077952,"@user all you need is 100x gem yakuza inu !!

yakuza yakuzainu yin theyakuzainu kuzaclan yinners

@user @user @user @user @user @user @user",en,"{'mentions': [{'start': 0, 'end': 12, 'username': 'chirocrypto', 'id': '1222917012780998656'}, {'start': 111, 'end': 124, 'username': 'TheCryptoDog', 'id': '887748030304329728'}, {'start': 125, 'end': 139, 'username': 'TheCryptoLark', 'id': '30325257'}, {'start': 140, 'end': 154, 'username': 'Bitboy_Crypto', 'id': '954005112174862336'}, {'start': 155, 'end': 168, 'username': 'CryptoWendyO', 'id': '935742315389444096'}, {'start': 169, 'end': 185, 'username': 'crypto_bitlord7', 'id': '1343224146658914304'}, {'start': 186, 'end': 199, 'username': 'TheYakuzaInu', 'id': '1584600184029384712'}, {'start': 200, 'end': 210, 'username': 'Pablo_cro', 'id': '751091938309369856'}]}",hanz_eth,"{'followers_count': 10, 'following_count': 47, 'tweet_count': 202, 'listed_count': 2}",False,https://twitter.com/hanz_eth/status/1587641803406077952,10,47,202,Positive,0.7413088083267212
84,84,2022-11-02 03:04:37+00:00,1587641803356123136,"rt @user $50 || 4 hours 💜

🟪 rt + like

🟪 follow @user + 🔔 on",en,"{'mentions': [{'start': 3, 'end': 15, 'username': 'CryptoMarma', 'id': '258179497'}, {'start': 57, 'end': 73, 'username': 'crypto_with_bex', 'id': '1570507308056051712'}]}",VincerePerMe,"{'followers_count': 143, 'following_count': 5000, 'tweet_count': 28180, 'listed_count': 1}",False,https://twitter.com/VincerePerMe/status/1587641803356123136,143,5000,28180,Neutral,0.0
85,85,2022-11-02 03:04:37+00:00,1587641803095904258,rt @user 🚨 fun fact 🚨80% of all us dollars in existence were printed in the last 22 months (from $4 trillion in january 2020 to $20 t…,en,"{'mentions': [{'start': 3, 'end': 13, 'username': 'teuzcff44', 'id': '1562574727998492674'}]}",EncryptoKing,"{'followers_count': 1444, 'following_count': 5001, 'tweet_count': 9884, 'listed_count': 4}",False,https://twitter.com/EncryptoKing/status/1587641803095904258,1444,5001,9884,Neutral,0.0
86,86,2022-11-02 03:04:37+00:00,1587641802898956293,"rt @user 🎉don’t miss the $𝟏𝟎,𝟎𝟎𝟎 big giveaway of our old friend @user a decentralization crypto fund! 
 
🎁 𝟓,𝟎𝟎𝟎 $fb + tasko…",en,"{'mentions': [{'start': 3, 'end': 13, 'username': 'taskonxyz', 'id': '1552588328372826113'}, {'start': 71, 'end': 81, 'username': 'FBBank_cc', 'id': '1514200341771862018'}]}",tancam12,"{'followers_count': 2, 'following_count': 122, 'tweet_count': 129, 'listed_count': 0}",False,https://twitter.com/tancam12/status/1587641802898956293,2,122,129,Positive,0.9592533111572266
87,87,2022-11-02 03:04:37+00:00,1587641802752167938,bigcolleged2323  18+ bitcoinacceptedhere crypto cams,nl,,ukadultwebcams,"{'followers_count': 3004, 'following_count': 171, 'tweet_count': 428185, 'listed_count': 45}",False,https://twitter.com/ukadultwebcams/status/1587641802752167938,3004,171,428185,Neutral,0.0
88,88,2022-11-02 03:04:37+00:00,1587641802462461952,rt @user limoverse healthfi movetoearn move2earn crypto web3 wellnesseconomy ready for magic ,en,"{'mentions': [{'start': 3, 'end': 11, 'username': 'tHbC8O1', 'id': '1561169634866278400'}]}",BrookGeordie,"{'followers_count': 20, 'following_count': 268, 'tweet_count': 33, 'listed_count': 0}",False,https://twitter.com/BrookGeordie/status/1587641802462461952,20,268,33,Neutral,0.0
89,89,2022-11-02 03:04:37+00:00,1587641802366255104,"coming from the announcement channel in tellegram, am i still on time? @user @user @user @user @user @user @user @user @user @user @user @user ",en,"{'mentions': [{'start': 71, 'end': 85, 'username': 'crowncastleGG', 'id': '1494867374545117185'}, {'start': 86, 'end': 102, 'username': 'RandomReplyGuy2', 'id': '1424477871263866883'}, {'start': 103, 'end': 112, 'username': 'JDeFaZ13', 'id': '786328500559118336'}, {'start': 113, 'end': 126, 'username': 'onioVRTLmchn', 'id': '1054440238729302016'}, {'start': 127, 'end': 137, 'username': 'Daga11022', 'id': '1075886723081605121'}, {'start': 138, 'end': 153, 'username': 'federicokattan', 'id': '20921878'}, {'start': 154, 'end': 167, 'username': 'atlasliveact', 'id': '932380768743157762'}, {'start': 168, 'end': 179, 'username': 'bruderbuck', 'id': '1398332494760624137'}, {'start': 180, 'end': 186, 'username': 'o1n9c', 'id': '1329861414207492096'}, {'start': 187, 'end': 197, 'username': 'stu_vrai_', 'id': '1350998984383455232'}, {'start': 198, 'end': 208, 'username': 'LDao_1ONE', 'id': '1310892968069353472'}, {'start': 209, 'end': 225, 'username': 'crypto_saiyajin', 'id': '1382302056048783366'}]}",Glay50664890,"{'followers_count': 0, 'following_count': 2, 'tweet_count': 37, 'listed_count': 0}",False,https://twitter.com/Glay50664890/status/1587641802366255104,0,2,37,Neutral,0.0
90,90,2022-11-02 03:04:37+00:00,1587641802143764480,"💸 +500 items dropbox for $10 only! 💸

💸 +500 items dropbox for $10 only! 💸

💸 +500 items dropbox for $10 only! 💸

💸 +500 items dropbox for $10 only! 💸

paypal, binance/crypto and amazon gc ✅

sellingcontent nsfwtwt buyingcontent buyingpics sellingnudes",en,,andysdolce,"{'followers_count': 452, 'following_count': 8, 'tweet_count': 586, 'listed_count': 2}",False,https://twitter.com/andysdolce/status/1587641802143764480,452,8,586,Neutral,0.0
91,91,2022-11-02 03:04:37+00:00,1587641802131374081,crypto is a pyramid scam that will implode on itself like all the others do.,en,,VviewSsonicMair,"{'followers_count': 7930, 'following_count': 7209, 'tweet_count': 192708, 'listed_count': 64}",False,https://twitter.com/VviewSsonicMair/status/1587641802131374081,7930,7209,192708,Negative,-0.9101347327232361
92,92,2022-11-02 03:04:37+00:00,1587641801632092161,"rt @user xrp is the 4th largest crypto &amp; it’s still delisted in the us

even if you hate xrp… that has to impress you",en,"{'mentions': [{'start': 3, 'end': 19, 'username': 'thebearablebull', 'id': '1102057144965316611'}]}",jmgarza03,"{'followers_count': 158, 'following_count': 541, 'tweet_count': 1695, 'listed_count': 8}",False,https://twitter.com/jmgarza03/status/1587641801632092161,158,541,1695,Positive,0.5907167792320251
93,93,2022-11-02 03:04:37+00:00,1587641801560686592,*   fil   *   |   *   filecoin    *   crypto - buy   *   buy crypto   eli̇ott indicator   |(   fil_usdt   buy   )|_|__   plausdt   qnt   acm   pundıxusd   dnt   mbl   vthousdt   ast   ankr   nuusd   alpaca   hard   alpıne   ankr   data,en,,TrendsBullBear,"{'followers_count': 248, 'following_count': 3170, 'tweet_count': 16291, 'listed_count': 3}",False,https://twitter.com/TrendsBullBear/status/1587641801560686592,248,3170,16291,Neutral,0.0
94,94,2022-11-02 03:04:36+00:00,1587641800420130816,"rt @user new airdrop: rambox (ram)
total reward: $2,000 worth of ram &amp; 200 wl spots
rate: ⭐️⭐️⭐️⭐️
winners: 600 random &amp; top 40…",en,"{'mentions': [{'start': 3, 'end': 18, 'username': 'airdropinspect', 'id': '1151153768165076992'}]}",KoiBong,"{'followers_count': 17, 'following_count': 488, 'tweet_count': 654, 'listed_count': 0}",False,https://twitter.com/KoiBong/status/1587641800420130816,17,488,654,Neutral,0.0
95,95,2022-11-02 03:04:36+00:00,1587641799329226753,"rt @user relistxrp

let’s get it trending. like, retweet, and tag @user

xrparmy @user crypto",en,"{'mentions': [{'start': 3, 'end': 17, 'username': 'Bitboy_Crypto', 'id': '954005112174862336'}, {'start': 77, 'end': 86, 'username': 'coinbase', 'id': '574032254'}, {'start': 98, 'end': 105, 'username': 'Ripple', 'id': '1051053836'}]}",asksllmi,"{'followers_count': 55, 'following_count': 682, 'tweet_count': 33, 'listed_count': 0}",False,https://twitter.com/asksllmi/status/1587641799329226753,55,682,33,Neutral,0.0
96,96,2022-11-02 03:04:36+00:00,1587641798360502272,"@user @user is a 2d blockchain p2e game based on the bsc network! 🧟

do you dare to escape from shiba's castle?

safu | kyc | audit ✅

fl is live🔥

launch:24 hours after presale 

zombie halloween bsc bnb p2e crypto gamefi nft 

tg: ",en,"{'mentions': [{'start': 0, 'end': 11, 'username': 'cryptojack', 'id': '1415997802321256453'}, {'start': 12, 'end': 28, 'username': 'ZombierunnerBSC', 'id': '1585622878233452545'}]}",golde_n521,"{'followers_count': 28, 'following_count': 56, 'tweet_count': 966, 'listed_count': 0}",False,https://twitter.com/golde_n521/status/1587641798360502272,28,56,966,Neutral,0.0
97,97,2022-11-02 03:04:36+00:00,1587641798129635328,"rt @user 🎉don’t miss the $𝟏𝟎,𝟎𝟎𝟎 big giveaway of our old friend @user a decentralization crypto fund! 
 
🎁 𝟓,𝟎𝟎𝟎 $fb + tasko…",en,"{'mentions': [{'start': 3, 'end': 13, 'username': 'taskonxyz', 'id': '1552588328372826113'}, {'start': 71, 'end': 81, 'username': 'FBBank_cc', 'id': '1514200341771862018'}]}",BirthRoberts,"{'followers_count': 4, 'following_count': 191, 'tweet_count': 200, 'listed_count': 0}",False,https://twitter.com/BirthRoberts/status/1587641798129635328,4,191,200,Positive,0.9592533111572266
98,98,2022-11-02 03:04:36+00:00,1587641798092115969,updating and tagging more people tired of these crypto scams @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user ,en,"{'mentions': [{'start': 61, 'end': 75, 'username': 'DeanSpiegel97', 'id': '1481790702430339082'}, {'start': 76, 'end': 88, 'username': 'SimpKingNFT', 'id': '1481060424242106369'}, {'start': 89, 'end': 103, 'username': 'JimboSlice222', 'id': '430191581'}, {'start': 104, 'end': 120, 'username': 'abdulaz08413275', 'id': '1394635026982215683'}, {'start': 121, 'end': 132, 'username': 'Kowsik5678', 'id': '1396180098361876480'}, {'start': 133, 'end': 147, 'username': 'FreeFreakingM', 'id': '1480308462219403269'}, {'start': 148, 'end': 161, 'username': 'badmonjay202', 'id': '826546725024313344'}, {'start': 162, 'end': 172, 'username': 'mayracsgo', 'id': '1092092510044934145'}, {'start': 173, 'end': 188, 'username': 'Andreyzinho_xD', 'id': '232916235'}, {'start': 189, 'end': 199, 'username': 'Mashaly39', 'id': '1480649478642278412'}, {'start': 200, 'end': 215, 'username': 'forthebirds321', 'id': '1280280077557731330'}, {'start': 216, 'end': 230, 'username': 'MarcSpector__', 'id': '1095165244534599680'}, {'start': 231, 'end': 240, 'username': 'Werzaide', 'id': '746152407780974592'}, {'start': 241, 'end': 253, 'username': 'JhTrading22', 'id': '1481789188026486785'}, {'start': 254, 'end': 263, 'username': 'boredbkm', 'id': '1481791728818565121'}, {'start': 264, 'end': 278, 'username': 'StilluseYahoo', 'id': '1395701737328193538'}]}",CryptoV96984056,"{'followers_count': 0, 'following_count': 3, 'tweet_count': 13, 'listed_count': 0}",False,https://twitter.com/CryptoV96984056/status/1587641798092115969,0,3,13,Negative,-0.8857486844062805
