id,created_at,author_id,text,lang,username,verified,url,followers_count,following_count,tweet_count
1588164337553747968,2022-11-03 13:40:59+00:00,1588164337553747968,"RT @sandeepnailwal: I will not rest till @0xPolygon gets its well deserved “Top 3” spot alongside BTC &amp; ETH. 

No other project comes even…",en,Manishankert,False,https://twitter.com/Manishankert/status/1588164337553747968,126,991,1836
1588164337444732931,2022-11-03 13:40:59+00:00,1588164337444732931,"RT @GrabAirdrop: Partnership announcement 🥳

@WorldOfDefish x @ForestKnight_io 

Stay tuned Captains, something big is coming! 🤫😍

#bitcoin…",en,ClaimAirdrop,False,https://twitter.com/ClaimAirdrop/status/1588164337444732931,14556,450,3151
1588164336844800000,2022-11-03 13:40:59+00:00,1588164336844800000,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,PhongNg_eth,False,https://twitter.com/PhongNg_eth/status/1588164336844800000,1,8,2
1588164335288946688,2022-11-03 13:40:58+00:00,1588164335288946688,#BTC #BITCOIN #CRYPTOWOW!! Might be the best move a person can make.,en,CleavenAlive87,False,https://twitter.com/CleavenAlive87/status/1588164335288946688,0,10,2
1588164334206730240,2022-11-03 13:40:58+00:00,1588164334206730240,"RT @maxi_dondo: @Techconcatalina @nayibbukele Entiendo que Btc en algún momento logrará eso, hoy todavía creo que no puede, pero tenemos qu…",es,CriptoLoki,False,https://twitter.com/CriptoLoki/status/1588164334206730240,110,198,3981
1588164332663119872,2022-11-03 13:40:58+00:00,1588164332663119872,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,MrRiddl,False,https://twitter.com/MrRiddl/status/1588164332663119872,1,11,2
1588164331690229760,2022-11-03 13:40:57+00:00,1588164331690229760,"RT @Paul_Logan_HQ: Last 5 days:
✅ 25 signals
⛔️ 2 SL
🍀 92 % accuracy🔥
More than 450% to deposit in 5 Days!
FIVE DAYS!!!

JOIN US NOW 👇
http…",en,Iliass19998919,False,https://twitter.com/Iliass19998919/status/1588164331690229760,8,187,97
1588164330310479872,2022-11-03 13:40:57+00:00,1588164330310479872,"RT @Paul_Logan_HQ: Last 5 days:
✅ 25 signals
⛔️ 2 SL
🍀 92 % accuracy🔥
More than 450% to deposit in 5 Days!
FIVE DAYS!!!

JOIN US NOW 👇
http…",en,Fred963,False,https://twitter.com/Fred963/status/1588164330310479872,31,721,1845
1588164328473051136,2022-11-03 13:40:57+00:00,1588164328473051136,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,MarthaW_sol,False,https://twitter.com/MarthaW_sol/status/1588164328473051136,0,10,2
1588164325717467138,2022-11-03 13:40:56+00:00,1588164325717467138,"🐻💰$1,842,558 $BTC SHORT @$20,184.90 | 11/3 13:40:49
🏦 Binance | #BTCUSDT

Nah, hes tweakin - Everyone",en,CryptoConekt,False,https://twitter.com/CryptoConekt/status/1588164325717467138,4138,0,180717
1588164324253528065,2022-11-03 13:40:56+00:00,1588164324253528065,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,Helga_btc,False,https://twitter.com/Helga_btc/status/1588164324253528065,1,9,2
1588164324199129088,2022-11-03 13:40:56+00:00,1588164324199129088,"RT @DavidShares: The current state of the Lightning Network: 

“The fact that nobody even notices the Lightning Network is mostly down show…",en,BillyBitcoins,False,https://twitter.com/BillyBitcoins/status/1588164324199129088,2187,2399,20732
1588164322634698753,2022-11-03 13:40:55+00:00,1588164322634698753,A11 1500M A11 1500M A11 1500M  Hot machine🔥🔥🔥  New/used  in bulk in stock  #BTC #ETH #Miner #Blockchain,en,Azopts9,False,https://twitter.com/Azopts9/status/1588164322634698753,0,8,2
1588164321179205635,2022-11-03 13:40:55+00:00,1588164321179205635,"Keep in mind - that one of the core thesis to digital gold, BTC was preparing for an environment when the last credit cycle would put unprecedented stress on fiat-systems... If you time-traveled a Bitcoiner from 2010 to now they would expect BTC to be strong...",en,StephOFRNT,False,https://twitter.com/StephOFRNT/status/1588164321179205635,1832,400,124
1588164320457900034,2022-11-03 13:40:55+00:00,1588164320457900034,"@BTC_proxy Telegram https://t.co/oMfXh5VnAy
Website https://t.co/N4r8fk8B3H
https://t.co/O185kg9Faa

Min 0.1 Bnb
Max 1 Bnb
Adress Bep20 👇0x20D9C3689FcB12A94Af60AeBfeCA6907Bd922d1C

No vested token, All participants will receive their tokens 1 hour before the Launch.",en,pro_dragon2002,False,https://twitter.com/pro_dragon2002/status/1588164320457900034,3,5,6953
1588164320138887169,2022-11-03 13:40:55+00:00,1588164320138887169,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,eth_lashawn,False,https://twitter.com/eth_lashawn/status/1588164320138887169,0,11,3
1588164319316844545,2022-11-03 13:40:55+00:00,1588164319316844545,"RT @SerLondonCrypto: Sending $100 to someone in $ETH, $BTC or $BNB in the next 48 hours

✅ retweet and follow me",en,arifsk84329431,False,https://twitter.com/arifsk84329431/status/1588164319316844545,3,25,971
1588164318297726976,2022-11-03 13:40:54+00:00,1588164318297726976,"Vous cherchez un moyen de récupérer votre pièce perdue ou votre portefeuille perdu ?
 J'ai le service parfait pour vous
 #pionex #Bitstamp #Cryptocom #Exodus #Mycelium #Trezor #Electrum #WasabiWallet #Opolo #Cobo #ShiftCrypto #Ledger  #Bitcoin  #BTC  #BitcoinCash #BCH #Ripple https://t.co/87JbjP9Ni6",fr,Ric_Hack,False,https://twitter.com/Ric_Hack/status/1588164318297726976,1723,0,4188
1588164315781005313,2022-11-03 13:40:54+00:00,1588164315781005313,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,nasta_eth,False,https://twitter.com/nasta_eth/status/1588164315781005313,1,9,3
1588164315764654080,2022-11-03 13:40:54+00:00,1588164315764654080,"🚀 #STORJ and 52 Others,  🟢 39 🔴 14

🇰🇷 82.07억원
🇺🇸 $7,022,961
🇯🇵 ¥771,390,461
🇪🇺 €5,944,086
🇨🇳 45,338,311元

🎉Upflow volume Now, Upbit(Korea)
#STORJ #DOGE #FLOW #BTC #WEMIX #XRP #MATIC #CHZ #ALGO #SAND #APT #ETH #PUNDIX #LINK #AXS #AAVE #ICX #ATOM #MANA #SOL #MLK #BOR https://t.co/6PZmTga4jE",en,coinrbicom,False,https://twitter.com/coinrbicom/status/1588164315764654080,1673,4835,201846
1588164314069860355,2022-11-03 13:40:53+00:00,1588164314069860355,"RT @traderhamza: SPx böyle yaparsa ki emin değilim bu sayımdan BTC de 21k hareketini yapar sonra dumpına başlar, çok aradayım açıkçası ben…",tr,memqula,False,https://twitter.com/memqula/status/1588164314069860355,293,92,5891
1588164311679062016,2022-11-03 13:40:53+00:00,1588164311679062016,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,JannatIkram6,False,https://twitter.com/JannatIkram6/status/1588164311679062016,3,11,3
1588164309951344641,2022-11-03 13:40:52+00:00,1588164309951344641,@tungweb3 我什么时候说看空btc了,zh,tuzibtc,False,https://twitter.com/tuzibtc/status/1588164309951344641,1994,106,384
1588164309393281024,2022-11-03 13:40:52+00:00,1588164309393281024,"RT @HyperWallet_: This is the DeFi &lt;Aggregator of the Future&gt;
HYPER YIELD AGGREGATOR ⛏️

Stay tuned.

#HyperWallet #HyperYieldAggregator #L…",en,jasmattee,False,https://twitter.com/jasmattee/status/1588164309393281024,9,15,172
1588164308185149440,2022-11-03 13:40:52+00:00,1588164308185149440,"RT @el_crypto_prof: The Puell Multiple is my favorite chart (OnChain) to determine, if $BTC has already bottomed.

Every time $BTC left the…",en,jam_ckd,False,https://twitter.com/jam_ckd/status/1588164308185149440,105,357,1697
1588164307522441218,2022-11-03 13:40:52+00:00,1588164307522441218,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,beti_jone,False,https://twitter.com/beti_jone/status/1588164307522441218,0,9,2
1588164305576681473,2022-11-03 13:40:51+00:00,1588164305576681473,"RT @Adityaroypspk: $BTC UPDATE

•Asia Pumped, If London Hold, NY reversal Possible
•Don't trust Asia Pumps
•Asian Pump most of the time get…",en,kaeteera,False,https://twitter.com/kaeteera/status/1588164305576681473,44,2057,30274
1588164303869595653,2022-11-03 13:40:51+00:00,1588164303869595653,"RT @Layer100Crypto: 🎁 #Giveaway  TIME🎁

$25 worth  $REEF to one lucky !

To Enter:
1⃣Follow  @Layer100Crypto &amp; @Reef_Chain
2⃣Like &amp; Rt  
3⃣…",en,audie_donhoe,False,https://twitter.com/audie_donhoe/status/1588164303869595653,21,768,1461
1588164303412158464,2022-11-03 13:40:51+00:00,1588164303412158464,"🔻 🔻 🔻 $1,842,558 BTCUSDT SHORTED @$20,184.90 on #Binance (13:40:51 UTC) #BTC #cryptocurrency",en,ExchangeWhales,False,https://twitter.com/ExchangeWhales/status/1588164303412158464,4456,131,228031
1588164303353311232,2022-11-03 13:40:51+00:00,1588164303353311232,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,EthJenine,False,https://twitter.com/EthJenine/status/1588164303353311232,1,10,4
1588164303160758273,2022-11-03 13:40:51+00:00,1588164303160758273,"📉 $BTC / $USDT Shorted(Sell) $20184.90
[13:40:50 UTC] [22:40:50 JST]
91.284 #BTC ($1842558.41 #USDT)
#xCryptoAlert #xCryptoAlert_BTC
Binance Futures BTCUSDT Perpetual Contract
🐳🐳🐳🐳🐳🐳🐳🐳🐳

https://t.co/mvjG3b1P2H",en,xCryptoAlert,False,https://twitter.com/xCryptoAlert/status/1588164303160758273,145,52,128078
1588164303131377664,2022-11-03 13:40:51+00:00,1588164303131377664,"📉 $BTC / $USDT Shorted(Sell) $20185.00
[13:40:50 UTC] [22:40:50 JST]
30.466 #BTC ($614956.21 #USDT)
#xCryptoAlert #xCryptoAlert_BTC
Binance Futures BTCUSDT Perpetual Contract
🐳🐳🐳

https://t.co/mvjG3b1P2H",en,xCryptoAlert,False,https://twitter.com/xCryptoAlert/status/1588164303131377664,145,52,128078
1588164302984613889,2022-11-03 13:40:51+00:00,1588164302984613889,"🐳📈【Buy】 BTCUSDT
Qty：$1,842,558（91.2 BTC）🐳🐳🐳
Price：$20,184.9
[13:40:51 UTC] on Binance Futures",en,btc_orderalert,False,https://twitter.com/btc_orderalert/status/1588164302984613889,32014,2,301306
1588164302699118595,2022-11-03 13:40:51+00:00,1588164302699118595,"RT @007Kripto: 2 Kişiden IBAN isteyeceğim. 🍀
Bu gönderiyi beğenip beni takip etmen yeterli. 

#BTC #ETH",tr,brownbraved4681,False,https://twitter.com/brownbraved4681/status/1588164302699118595,53,156,73
1588164302435135488,2022-11-03 13:40:51+00:00,1588164302435135488,Hodll Arbitrum! 💎 @scaryy8503 @KiaPerr78651679 @ethw_killer @B54kurt @LestermangGA @afrorossiyatv @timoborreman @AmayCrypto @sasgap @BTC_TV https://t.co/aocauihtvm,en,Reatidonuritel1,False,https://twitter.com/Reatidonuritel1/status/1588164302435135488,0,7,30
1588164301826555904,2022-11-03 13:40:50+00:00,1588164301826555904,"RT @KATRIN_MIMA: ➡️💰Neuralink💰
29 Days to go for #Neuralink show and tel now coming up on 30 th november dont miss this opportunity
#Etheru…",en,Aysel_MIMA,False,https://twitter.com/Aysel_MIMA/status/1588164301826555904,1759,1979,3645
1588164299482173441,2022-11-03 13:40:50+00:00,1588164299482173441,🛑 2012You missed #BTC 🛑 2014You missed #XRP 🛑 2015You missed #ETH 🛑 2017You missed #BNB 🛑 2018You missed #LINK 🛑 2019You missed #DOT 🛑2021You missed #SOL 🛑2021You missed #CAKE 🟢 2021 You are about to miss #DBA,en,jane666EX880,False,https://twitter.com/jane666EX880/status/1588164299482173441,0,7,2
1588164299393880065,2022-11-03 13:40:50+00:00,1588164299393880065,"📢What Happens To DeFi Today? (03 Nov 2022, Thursday)

📋 Curated post from Publish0x
💎 Read or write articles and get 💰 #crypto #referral #earn #btc
https://t.co/gDMn2AlzYl",en,bruindesimon,False,https://twitter.com/bruindesimon/status/1588164299393880065,754,2646,62534
1588164299062509568,2022-11-03 13:40:50+00:00,1588164299062509568,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,AgnesJo6,False,https://twitter.com/AgnesJo6/status/1588164299062509568,2,10,3
1588164299054526466,2022-11-03 13:40:50+00:00,1588164299054526466,"RT @CrptoVIPsignal: @gate_io listing for $OLAND is coming.....

#Kucoin #BNB #Bitcoin #BTC #DOGE #SHIB #KCS #Binance #Crypto #ELONMUSK http…",en,dd3onuwinsx,False,https://twitter.com/dd3onuwinsx/status/1588164299054526466,175,4341,16047
1588164297573781504,2022-11-03 13:40:49+00:00,1588164297573781504,"RT @twtlinks: Shill me your favourite #altcoin gem to do a #1000X this November 📈💎 
 
#Talkado #crypto #memecoin #cryptocurrency #BNB #BTC…",en,sunny96532,False,https://twitter.com/sunny96532/status/1588164297573781504,2,58,788
1588164297376440323,2022-11-03 13:40:49+00:00,1588164297376440323,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,centralprocess9,False,https://twitter.com/centralprocess9/status/1588164297376440323,150,60,82
1588164295741050880,2022-11-03 13:40:49+00:00,1588164295741050880,"RT @shibutani25252: 完全にみえました…

これからの金融市場は仮想通貨ビットコインが次世代マネーになるのは明白

そしていま確実に狙うべき投資対象は

""Web3.0系アルトコイン""

実際しぶたにも一点集中してるこの銘柄

『5名限定』

無料で上昇の根拠…",ja,AdZdlj5,False,https://twitter.com/AdZdlj5/status/1588164295741050880,7,15,13
1588164295212376065,2022-11-03 13:40:49+00:00,1588164295212376065,"RT @GrabAirdrop: Partnership announcement 🥳

@WorldOfDefish x @ForestKnight_io 

Stay tuned Captains, something big is coming! 🤫😍

#bitcoin…",en,ClaimAirdropCom,False,https://twitter.com/ClaimAirdropCom/status/1588164295212376065,28610,18,2266
1588164294755069953,2022-11-03 13:40:49+00:00,1588164294755069953,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,DkKham2,False,https://twitter.com/DkKham2/status/1588164294755069953,0,9,2
1588164293702418432,2022-11-03 13:40:48+00:00,1588164293702418432,The $SPX / $BTC tops have always marked the Bitcoin bottom  and the bottoms have always been marked the BTC top. https://t.co/PPct6xe5bo,en,JordanJHODL,False,https://twitter.com/JordanJHODL/status/1588164293702418432,140,187,512
1588164292741840896,2022-11-03 13:40:48+00:00,1588164292741840896,Yay I minted mine already 🚀🚀🚀 @vzm2424p @genzit3 @HorlarscoH @LeNmois3 @kingcrandle @pump_shishi_btc @mutacious @haticeeaktunc @NikolaBerg1 @JNTravers @lesalukas @SuperArtHeroes https://t.co/1Lp1SNZlB2,en,Xujososiheutix1,False,https://twitter.com/Xujososiheutix1/status/1588164292741840896,0,6,55
1588164292703985664,2022-11-03 13:40:48+00:00,1588164292703985664,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,khaannft,False,https://twitter.com/khaannft/status/1588164292703985664,181,39,65
1588164292083343362,2022-11-03 13:40:48+00:00,1588164292083343362,"RT @yaoecabrera: Shill me the next gem x100 💎🔥🚀 

#BSCGems #100xgem #BNB  #ETH #SOL #BTC  #DeFi #NFT #Metaverse #altcoinsignal #cryptocurre…",en,inylkncasteu,False,https://twitter.com/inylkncasteu/status/1588164292083343362,3,12,28
1588164291257159682,2022-11-03 13:40:48+00:00,1588164291257159682,"@esatoshiclub @binance @cz_binance MADCHAD launched Nov,1 and  delivered it all!!
Game ready ✅
NFT Marketplace ✅
Stake DApp in BNB ✅

Join now!!!

#madchad #NFT #gamefi #MMORPG #bsc #binance #crypto #bnb #btc",en,zubi59335802,False,https://twitter.com/zubi59335802/status/1588164291257159682,0,26,1702
1588164290556502016,2022-11-03 13:40:48+00:00,1588164290556502016,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,NamalPe1,False,https://twitter.com/NamalPe1/status/1588164290556502016,1,7,2
1588164289839632384,2022-11-03 13:40:48+00:00,1588164289839632384,"海外の取引所なら国内未上場の銘柄が山のようにあります。

gateは銘柄数も多く手数料も安いのでオススメです 

下記から登録で手数料が20%割引されます。
「https://t.co/j4G7jr3bvM」

#BTC #仮想通貨 #ETH #XRP #ADA #ALICE",ja,binance_check,False,https://twitter.com/binance_check/status/1588164289839632384,2752,3162,15617
1588164288144760832,2022-11-03 13:40:47+00:00,1588164288144760832,"RT @GODFXFX6: 🍓🍓🍓🍓🍓🍓🍓🍓

攻撃爆益型GOLD EA
🌟🌟Brahma🌟🌟

🍓🍓🍓🍓🍓🍓🍓🍓

✅ノーポジ期間が多い、超厳選エントリー型
✅10万円から運用可
✅月利200％越えの実績あり

受け取りはラインオプチャより💁‍♀
https://t.co/q…",ja,bluebellxex,False,https://twitter.com/bluebellxex/status/1588164288144760832,2655,1748,44863
1588164286580260864,2022-11-03 13:40:47+00:00,1588164286580260864,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,bonnyeth1,False,https://twitter.com/bonnyeth1/status/1588164286580260864,0,11,2
1588164285943123968,2022-11-03 13:40:47+00:00,1588164285943123968,"RT @OmniTradeA1: 🚨🚨GIVEAWAY🚨🚨
Giving away $50 in 24 hour from now Follow me, like and retweet and tag a friend below Extra entries for more…",en,mexes_23,False,https://twitter.com/mexes_23/status/1588164285943123968,509,4365,7955
1588164285842087937,2022-11-03 13:40:47+00:00,1588164285842087937,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,priv4ted3fii,False,https://twitter.com/priv4ted3fii/status/1588164285842087937,107,16,22
1588164284559032321,2022-11-03 13:40:46+00:00,1588164284559032321,"Weekly Watchlist 📈
All https://t.co/NINXxMSIEd posted in discord

$IQ $CRM $QCOM $SQ $MA $SPY $QQQ $CMCSA $PSTH $ADBE $GOOGL $HD $PYPL $btc https://t.co/IMLE3GVBUJ",en,MURALIE622,False,https://twitter.com/MURALIE622/status/1588164284559032321,167,0,17161
1588164284173156354,2022-11-03 13:40:46+00:00,1588164284173156354,"@Isellmpls I have been making successful withdrawals till date, i invested $1k and profited $6k BTC in 14 days from her. You know it's still strange how it all started thanks @stellajeffreyfx",en,NelsonAris4,False,https://twitter.com/NelsonAris4/status/1588164284173156354,2,1,19
1588164282264322048,2022-11-03 13:40:46+00:00,1588164282264322048,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,PAVANBH10,False,https://twitter.com/PAVANBH10/status/1588164282264322048,0,8,2
1588164282205757442,2022-11-03 13:40:46+00:00,1588164282205757442,"RT @famedaptos: 🎁 0.5 $SOL #GIVEAWAY 🎁

Prize:
🏆1 x 0.5 #Solana

Rules:
1⃣Follow ME &amp; @Sol_Bunn
2⃣RT&amp;Like
3️⃣Tag 2 Friends

⏰24H

#NFTCommu…",en,eyupsalahaddinn,False,https://twitter.com/eyupsalahaddinn/status/1588164282205757442,88,1853,9078
1588164282155294721,2022-11-03 13:40:46+00:00,1588164282155294721,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,marwanalll,False,https://twitter.com/marwanalll/status/1588164282155294721,120,25,34
1588164281526165504,2022-11-03 13:40:46+00:00,1588164281526165504,RT @Cryptoqueenf: i invest 3000$ In crypto 2020 meme coin  and 2021 my profit is 35000$ I am.shocked Now i am lucky  btc 20000$ I invest.me…,en,Roukff67354415,False,https://twitter.com/Roukff67354415/status/1588164281526165504,16,26,809
1588164280909967360,2022-11-03 13:40:45+00:00,1588164280909967360,RT @Cryptoqueenf: i invest 3000$ In crypto 2020 meme coin  and 2021 my profit is 35000$ I am.shocked Now i am lucky  btc 20000$ I invest.me…,en,liton13827818,False,https://twitter.com/liton13827818/status/1588164280909967360,1,8,34
1588164278426959873,2022-11-03 13:40:45+00:00,1588164278426959873,RT @Cryptoqueenf: i invest 3000$ In crypto 2020 meme coin  and 2021 my profit is 35000$ I am.shocked Now i am lucky  btc 20000$ I invest.me…,en,rojaisl32187422,False,https://twitter.com/rojaisl32187422/status/1588164278426959873,6,21,405
1588164278116577282,2022-11-03 13:40:45+00:00,1588164278116577282,"RT @Paul_Logan_HQ: Last 5 days:
✅ 25 signals
⛔️ 2 SL
🍀 92 % accuracy🔥
More than 450% to deposit in 5 Days!
FIVE DAYS!!!

JOIN US NOW 👇
http…",en,funny44world,False,https://twitter.com/funny44world/status/1588164278116577282,12,49,82
1588164278007189508,2022-11-03 13:40:45+00:00,1588164278007189508,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,jones_williamv,False,https://twitter.com/jones_williamv/status/1588164278007189508,0,11,3
1588164277038243840,2022-11-03 13:40:44+00:00,1588164277038243840,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,GUMee_chew,False,https://twitter.com/GUMee_chew/status/1588164277038243840,120,53,101
1588164276673396736,2022-11-03 13:40:44+00:00,1588164276673396736,"RT @Bathlom73162527: @Crypto_Sisters Like they say you have zero control over stocks or gold.

Instead of throwing your last £1,000 in one…",en,Gift18732981,False,https://twitter.com/Gift18732981/status/1588164276673396736,1,13,336
1588164274521776132,2022-11-03 13:40:44+00:00,1588164274521776132,"#Ethereum price update: 

#ETH $1537.25 USD
#Bitcoin 0.07612598113254265 #BTC

Follow for recent ETH price updates
#altcoin, #cryptocurrency, #crypto",en,0xEthereumYoda,False,https://twitter.com/0xEthereumYoda/status/1588164274521776132,305,1,131906
1588164274131607552,2022-11-03 13:40:44+00:00,1588164274131607552,"📣4 HODL diários＆Ganhe #USDG #490

💲Ganhe diariamente até 11%APR (taxa flutuante)
⁉️Lançamento 4 de novembro 4:00 UTC

🚀Aproveite a distribuição % diária💰

🔎Detalhes https://t.co/lCOJ0OVvop
🤑Bloqueie https://t.co/xmX2bH2Pzk

 #blockchain #crypto #NFT #dai #btc #eth #hodl https://t.co/YU2uQGHJbq",pt,gateioportugal,False,https://twitter.com/gateioportugal/status/1588164274131607552,562,25,684
1588164273918078979,2022-11-03 13:40:44+00:00,1588164273918078979,"RT @RaavNFT: $200 🏆 • $BTC • 1 winner • 24h ⏳

✅ RT ♻️ 
✅ Follow me (+🔔)",en,ToukirA04509133,False,https://twitter.com/ToukirA04509133/status/1588164273918078979,99,2054,6693
1588164273850658817,2022-11-03 13:40:44+00:00,1588164273850658817,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,DaveRos13,False,https://twitter.com/DaveRos13/status/1588164273850658817,1,10,2
1588164273767059456,2022-11-03 13:40:44+00:00,1588164273767059456,"RT @Paul_Logan_HQ: Last 5 days:
✅ 25 signals
⛔️ 2 SL
🍀 92 % accuracy🔥
More than 450% to deposit in 5 Days!
FIVE DAYS!!!

JOIN US NOW 👇
http…",en,djelectronic9,False,https://twitter.com/djelectronic9/status/1588164273767059456,0,396,743
1588164273234415616,2022-11-03 13:40:44+00:00,1588164273234415616,Just saying! A verg good option for #bitcoin #BTC#crypto #cryptocurrencies #NFT #ALTSEASON,en,Dalydriver1161,False,https://twitter.com/Dalydriver1161/status/1588164273234415616,95,145,14
1588164272760049665,2022-11-03 13:40:43+00:00,1588164272760049665,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,Arnalduo,False,https://twitter.com/Arnalduo/status/1588164272760049665,236,46,64
1588164270654738432,2022-11-03 13:40:43+00:00,1588164270654738432,"#BTC 
Olası short senaryosunun gerçekleşmeme durumunda ise şöyle bir hareketin gelmesi mümkün.
Long bakacaksam retestte işleme dahil olmak isterim. https://t.co/tpkVIgCH9N https://t.co/fXYAo9Mi85",tr,TrendPAction,False,https://twitter.com/TrendPAction/status/1588164270654738432,1401,168,5318
1588164270012993537,2022-11-03 13:40:43+00:00,1588164270012993537,"$BTC : 20177
$ETH : 1535.64
$ADA : 0.391828
$SOL : 31.19
$BNB : 330.71
$MATIC : 0.934493
$HIVE : 0.478066
$PVU : 0.01127605
$ZOON : 0.00096564
$SLP : 0.0032683
$AXS : 8.8",in,CryptoValueBot,False,https://twitter.com/CryptoValueBot/status/1588164270012993537,1074,0,60938
1588164269715005441,2022-11-03 13:40:43+00:00,1588164269715005441,A g #btc   R I Lood dog deserves a good bone  https://t.co/WCul2CEhEZ,en,akikimaekel,False,https://twitter.com/akikimaekel/status/1588164269715005441,0,29,360
1588164269635358720,2022-11-03 13:40:43+00:00,1588164269635358720,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,TutanBhadra1,False,https://twitter.com/TutanBhadra1/status/1588164269635358720,1,5,2
1588164269262110723,2022-11-03 13:40:43+00:00,1588164269262110723,RT @ChainSnake: https://t.co/yvMTjSCWvi register on #binance and earn with me #cryptocurrency  #bitcoin #metaverse #defichain #nft #polkado…,en,AnnnaNaaas,False,https://twitter.com/AnnnaNaaas/status/1588164269262110723,56,121,40280
1588164268406423554,2022-11-03 13:40:42+00:00,1588164268406423554,"@cryptojack #AirCoin is my favourite #altcoin.
Buy and HODL💎

@Aircoinreal
#AirCoinDAOLabs #AirCoin #AirCash #AirSwap #AirArmy #AirChain #BTC #digitalasset #Crypto #Binance @cz_binance #Certik #100xGems #ETH #CMC #OKEx #Coinbase #LUNA #USDT #GMX #SOL #ENS
 https://t.co/Sof4hmsa0A",en,VitalMiami,False,https://twitter.com/VitalMiami/status/1588164268406423554,30,363,1967
1588164268066603011,2022-11-03 13:40:42+00:00,1588164268066603011,RT @bitfinex: Meet Melissa. She started using Bitcoin after El Salvador made #BTC legal tender. Her money is her own now. #missionfinancial…,en,IteOrion,False,https://twitter.com/IteOrion/status/1588164268066603011,249,42,71
1588164268045705217,2022-11-03 13:40:42+00:00,1588164268045705217,"RT @idealistkripto: Bugün yine #Alcx gibi #Cvp gibi 
Kısa vadede güzel getiri olan 
Bir Coin paylaşımı yapsak 

Yine %30-40 prim yaptırabil…",tr,ReginaldLloyd17,False,https://twitter.com/ReginaldLloyd17/status/1588164268045705217,8,78,5
1588164267097968643,2022-11-03 13:40:42+00:00,1588164267097968643,RT @Hazeleyes_0: Coffee anyone? Retweet and I’ll pick one person after my doctors appointment. Tell me something random about yourself. C@s…,en,tara_shippee,False,https://twitter.com/tara_shippee/status/1588164267097968643,470,4930,31697
1588164266548289539,2022-11-03 13:40:42+00:00,1588164266548289539,BIFI price has decreased by $1.0! Current price: $379.2 #cryptopricealerts #btc #eth,en,maheshishere5,False,https://twitter.com/maheshishere5/status/1588164266548289539,20,3,12305
1588199823786008577,2022-11-03 16:01:59+00:00,1588199823786008577,"RT @Shihtzuexchange: Top 10 cryptocurrencies:
 
1. #Bitcoin   
2. #Ethereum 
3. #BNB    
4. #USDTETHER    
5. #SOL
6. #ADA
7. #XRP 
8. #DOT…",en,Dayifu51,False,https://twitter.com/Dayifu51/status/1588199823786008577,151,695,650
